content,adjectives,polarity
Di sini tersedia steak non - halal dan rasanya mrpk salah satu yang terbaik di Bandung ! Tekstur daging oke banget dan dimasak dengan sempurna . Pantas banget untuk dicoba !,"[u'salah', u'terbaik', u'sempurna']",positive
"salah satu tempat bagi mereka yang mencari steak terbaik di bandung . sebuah sajian yang pas dipadu dengan pelayanan baik . kualitas daging steaknya fresh dan juicy , layak untuk dicoba !","[u'salah', u'terbaik', u'pas', u'baik']",positive
"Tempat nya cukup nyaman , lebih nyaman dari sebelumnya di ciwalk , tapi tidak sebaik dan senyaman tempat pertama kali buka di ciumbuluit . Makanannya enak , favorit : chicken steak dan beef cordon blue .","[u'cukup', u'nyaman', u'nyaman', u'favorit']",positive
"makanannya enak , eropah banget.dagingnya lembut , bumbunya pas.tempatnya _URL_ sayang harganya mahal .",[u'lembut'],positive
"Tempat lumayan , yang penting masakan eropanya benar benar lidah eropa deh , tagliatety don pedro favoritku","[u'lumayan', u'penting', u'benar', u'benar']",positive
"Enak banget manteb bangetti ! Kuah karinya juga kerass banget mantap lah . Cuman harganya agak mahak yah , tapi worth it karena nasinya ambil sepuasnya : 9","[u'mantap', u'yah']",positive
"Tempat ini hanya berupa kantin rumahan , ukan tujuan wisata kuliner , hanya tempat makan sehari - hari . Hidangannya sayur asam , ayam bakar , dan masakan rumahan lainnya , yang tidak banyak ragamnya . Tapi menurut saya rasa semua masakannya enak .",[u'banyak'],positive
"minuman ini salah satu minuman favorit saya , sebenarnya kita bisa nemuin jojo cup dimana - mana , di setiap mall pasti di fc kita bisa nemuin minuman ini .","[u'salah', u'favorit', u'pasti']",positive
"Minuman ini sebenarnya banyak dijumpai di pinggir jalan di daerah tertentu di Jawa , tapi franchise ini mampu mengolahnya dengan kemasan lebih menarik & trendi . Olahan minuman tebu disini juga menemukan campuran dengan jeruk nipis , sehingga lebih segar . Selain itu kita juga bisa mendapat manfaat dari minuman segar ini karena minim penggunaan zat pengawet berbahaya .","[u'banyak', u'tertentu', u'menarik', u'berbahaya']",positive
"Jus ini enak banget terbuat dari sari tebu asli , cocok iminum dingin dan rasanya manis dan segar . Harga per cup nya juga relatif murah yaitu yang kecil R.15.000 dan yang besar Rp.20.000 , maka lebih baik dan puas pesan yang besar . lokasinya juga banyak di jual di mall sehingga muda untuk mendapatkannya","[u'banget', u'sari', u'asli', u'cocok', u'dingin', u'manis', u'relatif', u'murah', u'kecil', u'besar', u'baik', u'puas', u'besar', u'banyak', u'muda']",positive
Best place to chill with ur friends . Kane banget sih soalnya daerah cimenyan di dago atas begitu kan dingin yak jadi enak saja buat ngebeer buat minum cantik begitu . Spicy tofunya juara,"[u'dingin', u'jadi', u'cantik']",positive
"Lokasi terletak di Dago Paakr , jadi termasuk enak untuk tempat melepas penat . Kondisi dan suasana pun termasuk nyaman , harga ok . untuk parkiran pun bagus . Salah satu tempat hangout yang harus dikunjungi","[u'jadi', u'penat', u'nyaman', u'Salah']",positive
"Kalo datang ke tempat ini coba medallion steaknya . Rasa saos pestonya benar - benar unik dan enak . Harganya cukup murah untuk bisa makan steak enak di Bandung . Leci mojito nya juga rasanya enak . Alpucinosnya juga tidak kalah enak , rasa alpukat dan kopinya benar - benar pas .","[u'benar', u'benar', u'cukup', u'murah', u'benar', u'benar', u'pas']",positive
harga murah tapi tidak murahan.recommended steak tenderloin enak hanya asrb coba menu steak Medallion nya dan tahu lada garam nya . good job Haven Cafe,"[u'murah', u'nya']",positive
"Saya dan keluarga baru pertama kali ini ketempat ini , ternyata resto ini kuno . kata nya sih resto ini sudah lama berdirinya . masakan nya sih masakan jawa tengah seperti gudeg jogya . dan masih ada yang lain nya . saya dan keluarga hanya memesan nasi krecek saja . harga tidak terlalu mahal . semua nya enak .","[u'baru', u'lama', u'lain', u'nya']",positive
"Rumah makan jaman dulu namun rasa tetap sama enaknya , ayam dan nasi kreceknya enak sekali , kadang saya sengaja beli untuk bungkus ke rumah","[u'tetap', u'sama']",positive
"Resto ini sudah ada sejak saya kecil , sebelum resto - resto lain menjamur khususnya di Bandung dan terutama di sekitar Bengawan Solo itu sendiri . Tak heran jika tag - nya : Kelezatan yang digemari sejak 1964 . Suasananya hampir tidak berubah dengan deretan kursi , meja dan tidak seperti di cafe . Suasananya pun tidak terlalu ramai dan tidak hiruk pikuk sehingga bisa makan dengan santai . Makanan . Lanjutan","[u'kecil', u'lain', u'terutama', u'sendiri', u'heran', u'nya', u'ramai', u'hiruk']",positive
"Saya baru sekali makan di warung ini . Menurut saya , ini adalah salah satu warung makan dengan sajian ayam goreng kampung yang paling nikmat . Rasanya lezat dan gurih . Sebelum ayam goreng disajikan , kami mencicipi cheese stick dan lumpia sebagai ' makanan pembuka' . Rasanya juga okey , tak kalah dengan cheese stick yang biasanya dijual di pusat kota . Yang membuat saya makin nikmat makan, . Lanjutan","[u'baru', u'salah', u'nikmat', u'lezat', u'okey', u'nikmat']",positive
"Ayamnya enak loh , empuk dan ayam kampung.lalapannya dikasih banyak tidak pelit . Tempatnya adem karena di lembang . Lumpia gorengnya juga enak .",[u'banyak'],positive
"Ayam bakar dan goreng brebes cabang lembang sangat ramai karena di tengah kota lembang dan tempat kumpul-kumpul anak anak yang lagi berwisata ke lembang , ciater dan tangkuban prahu . Sambel dengan ciri khas brebes , lalapan sunda dan ada menu ikan goreng juga . Cocok buat yang baru pulang atau mau berangkat ke ciater , maribaya dan tangkuban prahu .","[u'ramai', u'khas', u'Cocok', u'baru']",positive
"ayam nya enak , begitu datang kita langsung disediakan makanan otak - otak , dan keju aroma sebagai cemilan , untuk menu makan , ayam bakar sangat nikmat di hidangkan dengan lalapan dan sayur asam ditambah sambel dadakan yang bisa kita pesan sendiri","[u'langsung', u'nikmat', u'lalapan', u'sendiri']",positive
"harganya murah tapi makanannya kurang terlalu memuaskan , pesan buritto & nachos tapi rasanya tidak seperti yang dibayangkan",[u'murah'],positive
Roti bakar duti ini sudah ada sejak dulu di sini . rotinya biasa saja sih . Cuma menu pilihannya buanyakk banget . apa saja ada . sampai kadang bingung mau pilih yang isi apa . ada jual bubur juga . oke juga lah .,"[u'biasa', u'sih', u'bingung']",positive
"Di bandung malam malam,gerimis,dingin.roti bakar duti pilihan tepat . Roti bakarnya banyak pilihan . Mau untuk cemilan atau buat ngenyangin perut . Belum lagi bubur ayamnya,wuih top . Pokoknya kalau malam malam di bandung wajib mampir . Tapi jangan datang minggu malam senin . tutup",[u'banyak'],positive
"Saya hampir setiap minggu rutin ke Duti . Bagi saya pribadi bubur di tempat ini adalah bubur terenak di Bandung , apalagi jika dicampur dengan sambal dan bawang gorengnya . Harga menunya pun sangat murah","[u'rutin', u'pribadi', u'terenak', u'murah']",positive
"semuanya enak - enak . yang harus dipesan itu roti bakar coklat nanas , enak banget loh , lokasi nya di tengah kota , buka dari sore sampai subuh , cocok buat ngemil malam . kalau suka yogurt asam , mereka jual bungkusan juga , asam banget , enak !","[u'nya', u'cocok']",positive
"buburnya favorit banget , daging dan pangsitnya yang menemani untuk dimakan pada malam hari . roti bakarnya juga enak , ada menu hamnya juga , tapi yang muslim jangan khawatir karena ada juga menu yang halalnya . di menunya juga diberitahukan .","[u'favorit', u'banget', u'khawatir']",positive
"Bingung makan malam di bandung ? Ksini saja !! Daerah cibadak , surganya makanan duniawi . Disini tersedia macam-macam makanan . Salah 1 nya roti dan bubur duti ini . Kalo malam lapar . Pasti ksini buat recharge perut . Nah . Disini ada roti dan bubur yang saya suka di bandung . Roti kamu pilih yang manis saja . Dijamin tidak nyesel . Kalo bubur . Gw sukanya yang bubur pangsit . Lanjutan","[u'Bingung', u'Salah', u'Pasti', u'manis', u'nyesel']",positive
"Menawarkan hidangan roti dimalam hari , boleh coba susu murni dan padanan roti keju atau strawberry . Roti jaman dulu tapi rasa tetap enak dibanding roti-roti saat ini","[u'murni', u'tetap']",positive
"Boleh dicoba buat kalian yang kuliner di Bandung , bukanya dari sore hingga subuh . jadi kalau kalian laper tengah malam bisa dicoba ini , roti bakarnya enak banget . Recommended - - > roti bakar worst+keju+telur",[u'jadi'],positive
Warung roti ini terletak di daerah Gardu Jati . Menyediakan aneka roti bakar baik porsi kecil maupun besar . Pisang bakar serta bubur ayam juga melengkapi menu . Bubur ayam kampung sangat gurih dan menggoda . Patut dicobai !,"[u'baik', u'kecil', u'besar']",positive
"Roti bakar dan bubur yang enak , sangat cocok bagi anda yang lapar ditengah malam karena duti buka dari sore - pagi subuh ( tidak tahu persisnya) .",[u'cocok'],positive
"Sangat Enak Dan Nyaman , suasana nya romantis dan konsep restoran nya sangat modern , pelayanan yang disajikan juga cepat","[u'Enak', u'Nyaman', u'romantis', u'modern', u'cepat']",positive
"Pertama kali datang ke tempat ini , agak nyasar untuk mencarinya , karena tempatnya agak masuk sedikit ke dalam dari jalan Dago yang menuju ke Dago Pakar . Kesan pertama melihat Restoran ini merupakan Restoran yang Family friendly , terbukti dengan Desain Interior mereka yang cukup memberikan kesan hommy , walaupun sedikit antik dan unik dengan beberapa hiasan kepala rusa mereka . Variasi makanan cukup banyak, . Lanjutan","[u'sedikit', u'cukup', u'sedikit', u'antik', u'cukup', u'banyak']",positive
"design interior cafe ini sangat menarik dengan presentasi dari inggris , makanannya aga mahal tapi rasanya enak .",[u'menarik'],positive
Desain interior oke dan cukup creepy tapi bagus sudah ! Makanan cukup mahal tapi rasanya juga baik . Kita memesan chocolate mousse dan apple crumble dan apple crumble nya yang stands out . Cukup baik dan boleh banget dicoba !,"[u'cukup', u'cukup', u'baik', u'Cukup', u'baik', u'banget']",positive
Makanan dan konsep restoran ini benar - benar representasi dari inggris . Menu yang ditawarkan kebanyakan adalah makanan dari inggris . interiornya pun sangat klasik,"[u'benar', u'benar']",positive
"makanan yang di sajikan disini sangat beragam,kebanyakan sih makanan eropa , kita datang ke royal stag hanya untuk dinner bersama teman teman,dan tempatnya lumayan cozy,cocok untuk hangout,selain itu juga desain resto nya sangat unik sekali,bnyak tulang tulang dan patung patung tanduk rusa,dan itu membuat tambah nyaman,tapi sangat di sayangkan sekali pas saya mau memesan bir,ternyata tidak ada(NON ALCOHOL)padahal dengan tempat yang . Lanjutan","[u'royal', u'lumayan', u'nyaman,tapi', u'pas']",positive
"saya datang kesini di rekomendasi kan oleh teman , dan ketika saya datang saya sangat puas sekali melihat interior resto ini . desain dengan interior UK yang memanjakan , jika kesini saya pilih baked salmon fillet nya oke , baron roast nya sangat oke irish coffee nya juga okey kunjungan saya kesini untuk ngobrol santai dengan teman teman dan saya sangat nyaman disini","[u'puas', u'nyaman']",positive
"Lumayan buat kumpul-kumpul dan kumpul bersama teman-teman , makanannya biasa saja sih Viewnya enak dan dipusat kota","[u'Lumayan', u'biasa']",positive
"Asyik niee di sinii ada kolam renang mini nyaa tertawa tempat nya nyaman , makanan nya juga okee , untuk harga nyaman cocok banget buat anak kampuss","[u'niee', u'mini', u'nyaa', u'nyaman', u'okee', u'nyaman', u'cocok']",positive
Menu makanan beragam dengan harga yang murah meriah . Ada menu makanan porsi besar . Pizza ukuran setengah meter dan burger raksasa . Bisa main bowling pula,"[u'murah', u'besar']",positive
"Pertama saya diajak sama teman-teman saya neh kumpul-kumpul kirain tempat ini bakal nguras dompet saya secara namanya saja sudah eatboss . tapi pas nyampe gila saya suka neh tempat , harga nyaa itu lho bikin saya betah disini secara makananya cm 15 ampe rorb an saudara laki-laki untuk sekelas cafe , dimana lagi coba kita nemu kaya begini . aplg kalau buat kumpul-kumpul harus coba . Lanjutan","[u'sama', u'eatboss', u'pas', u'nemu', u'kaya', u'coba']",positive
"Hello , kali ini saya sedang berada di Bandung , kali ini saya mencoba untuk makan di Eatboss Cafe , tempat makan ini suasananya nyaman , makanannya banyak macamnya dan rasanya enak dan lezat , dan juga harganya bersahabat sekali dengan dompet saya . Hehehe . Ada hal menarik disini , apabila posting foto di Instagram dan follow instagram Eatboss cafe langsung dapat gratis spaghetti . Saya pun mencoba . Lanjutan","[u'nyaman', u'banyak', u'lezat', u'menarik', u'langsung']",positive
"ini jadi salah satu tempat fav buat kumpul-kumpul soalnya murah , masa spaghetti saja ada yang grb tertawa dan tempatnya pewe lagi","[u'jadi', u'salah', u'murah']",positive
"Restoran ini sangat sesuai dengan namanya , berkarakter rock dengan suguhan musik yang apik , sangat cocok hanya untuk sekedar melepas malam diiringi musik rock dan segelas minuman .",[u'cocok'],positive
"DI cafe ini tentunya selain kita bisa menikmati makanan dan minuman , juga dapat kepuasan lain khusus nya bagi pecinta musik rock ( klasik ) dengan beberapa pengisi ( home band ) yang professional . tentunya dengan suasana cafe yang bernuansa rock dari interior nya fasilitas dan program - program nya","[u'lain', u'khusus', u'nya', u'professional', u'nya']",positive
"sebener nya sebelum oktober 2014 sudah 1 kali kesana jadi total rnya . saya mungkin hanya 1 dari jutaan orang penggemar classic rock yang tentunya merasa happy masih ada TEMPAT seperti classic rock ini , atmosfer rock mulai dari 70's , 80's event 90's terasa _URL_ tambah iya jujur saja harga minuman nya agak lumayan kalau kita datang be _URL_ paling nga datang . Lanjutan","[u'jadi', u'jujur', u'lumayan']",positive
"Saya penyuka musik-musik rock,, , Dan kafe ini mengkususkn hal tersebut,, , dengan macam nya setiap malam . Tempatnya tidak terllu besar,, , panggung juga kecil . player juga kadang di bawah,,, , Berlantai 2,, , toilet juga lantai 2,, , jadi bolak balik lumayan,,, , Menu sangat cocok ,, terutamA minuman2nya,,, , harga masih standar tidak mahal . Yg saya masih bingung kalau parkir mobil di mna iya , , , sayA . Lanjutan","[u'besar,', u'kecil', u'jadi', u'cocok', u'bingung']",positive
"Jika Anda ingin datang dan menikmati sajian musisi Bandung di sinilah tempatnya . Dengarkan lagu musik klasik yang keren di sini . Makanan steaknya standar , disarankan beli minum saja dan nikmati saja permainan musiknya .","[u'keren', u'nikmati']",positive
"Buat kamu yang seneng foto-foto di sini tempatnya sapu lidi . Kwasanya luas,banyak macam makanan pilihannya . Viewnya juga bagus buat foto-foto yaa . Lokasinya di daerah atas . Bnyk tamannya . Pokoknya mantap deh yang belum pernah ke sini ayo ke sapu lidi . Makan di sini yaa","[u'yaa', u'mantap']",positive
cafe dengan cita rasa sunda dengan saung - saung rasa yang ditawarkan sungguh nikmat namun harga cukup tinggi untuk ukuran restoran sunda,"[u'nikmat', u'cukup', u'tinggi']",positive
"gaya makan suasana desa . makanan enak , tapi harganya tidak murah murah amat dibandingkan dengan resto lain yang ada di bandung","[u'murah', u'murah', u'lain']",positive
perginya pas lebaran kemarin juli 2015 wuih ramai banget . kalu tempatnya sih oke . enak view and hawanya dingin . cool lah . cm seharusnya karena di ruang terbuka harusnya iya dikasih lilin per meja tanpa kita minta . makanannya enak sih . cm porsi nya ndk besar .,"[u'pas', u'ramai', u'dingin', u'terbuka', u'besar']",positive
"Makanan yang enak dan suasana yang sangat nyaman , terutama untuk ikan guramenya . kelemahan dari resto ini adalah banyaknya lalat yang beterbangan sehigga menganggu pada saat makan","[u'nyaman', u'terutama']",positive
Menikmati makan siang di Restoran Sapu Lidi membuat kita merasakan sensasi makan di tengah sawah . Hal ini dikarenakan restoran ini memiliki desain bangunan yang asri dan natural yang menyerupai kondisi perdesaan . Ditambah dengan alunan musik Sunda yang akan membuat kita lebih rileks untuk menyantap makanan .,"[u'asri', u'natural', u'rileks']",positive
